x,y
1991.25,0.0093262667
1991.5,0.0100659633
1991.75,0.0091111052
1992,-0.004591277
1992.25,-0.00362249
1992.5,-0.004414003
1992.75,0.0004203445
1993,0.0050673051
1993.25,0.0070738324
1993.5,0.0117676902
1993.75,0.0167963037
1994,0.0184474766
1994.25,0.0274179478
1994.5,0.0265839715
1994.75,0.0298033079
1995,0.0305982768
1995.25,0.023697188
1995.5,0.0277687719
1995.75,0.0267566761
1996,0.0280551823
1996.25,0.0279619657
1996.5,0.0304336193
1996.75,0.0291593133
1997,0.0306755847
1997.25,0.0325448099
1997.5,0.0210349007
1997.75,0.0223843951
1998,0.0200561179
1998.25,0.0057970734
1998.5,0.0096089346
1998.75,0.0183530795
1999,0.0126581688
1999.25,0.0092644926
1999.5,0.0164609591
1999.75,0.0226688932
2000,0.0127372301
2000.25,0.0073286953
2000.5,0.0137258848
2000.75,0.010833411
2001,0.0217325643
2001.25,0.0190564917
2001.5,0.0174433822
2001.75,0.0093176972
2002,0.0213034519
2002.25,0.0038227104
2002.5,0.0062637218
2002.75,0.018064397
2003,0.0157139517
2003.25,0.0206878097
2003.5,0.0104405888
2003.75,0.0084875978
2004,0.0051602424
2004.25,0.0037667278
2004.5,-0.001737625
2004.75,-0.002959023
2005,-0.00083307
2005.25,0.004257769
2005.5,0.005979418
2005.75,0.0090454383
2006,0.0058679199
2006.25,-0.001601995
2006.5,0.0063547117
2006.75,0.0081129576
2007,0.0001676025
2007.25,-0.007090329
2007.5,-0.002249597
2007.75,0.0015077819
2008,0.0060812497
2008.25,0.0098434074
2008.5,-0.006757064
2008.75,0.0192101188
2009,0.0071836608
2009.25,0.0052245734
2009.5,-0.017239532
2009.75,-0.006952165
2010,-0.007548789
2010.25,-0.007136712
2010.5,-0.008527399
2010.75,-0.013125587
2011,-0.011178831
2011.25,-0.013824761
2011.5,-0.00596979
2011.75,0.0041501232
2012,0.0069474207
2012.25,-0.000340311
2012.5,-0.001967322
2012.75,-0.00546401
2013,-0.014750909
2013.25,0.0040586637
2013.5,-0.004248117
2013.75,-0.008015926
2014,-0.008398312
2014.25,-0.016336763
2014.5,-0.014851317
2014.75,-0.012673276
2015,-0.017555325
2015.25,-0.027348297
2015.5,-0.024588732
2015.75,-0.018849451
2016,-0.02350179
2016.25,-0.023218075
2016.5,-0.018235111
2016.75,-0.019422232
2017,-0.019028018
2017.25,-0.021686607
2017.5,-0.024321337
2017.75,-0.027995874
2018,-0.024902224
2018.25,-0.031937814
2018.5,-0.028974988
2018.75,-0.029345079
2019,-0.020207342
2019.25,-0.044354487
2019.5,-0.037641549
2019.75,-0.036659222
