x,y
2011.3333333,0.00989735
2011.4166667,0.01796881
2011.5,-0.00845188
2011.5833333,-0.0132539
2011.6666667,-0.05106715
2011.75,0.01194738
2011.8333333,-0.04345778
2011.9166667,-0.09575727
2012,0.01033451
2012.0833333,0.01974677
2012.1666667,0.03179238
2012.25,-0.0186814
2012.3333333,0.00943795
2012.4166667,0.08322999
2012.5,0.01793469
2012.5833333,0.01667418
2012.6666667,-0.04170068
2012.75,0.04699671
2012.8333333,-0.03318937
2012.9166667,-0.01271039
2013,0.01120303
2013.0833333,0.01553513
2013.1666667,-0.0250893
2013.25,0.0261253
2013.3333333,-0.00237884
2013.4166667,-0.00279582
2013.5,-0.00374636
2013.5833333,-0.01636238
2013.6666667,-0.03710362
2013.75,-0.03878539
2013.8333333,0.05287132
2013.9166667,-0.08821421
2014,0.03035291
2014.0833333,-0.00940997
2014.1666667,0.02990096
2014.25,-0.00316944
2014.3333333,-0.00623576
2014.4166667,-0.0706211
2014.5,0.04015977
2014.5833333,0.02417247
2014.6666667,-0.00259988
2014.75,-0.01241187
2014.8333333,0.03564985
2014.9166667,-0.03758972
2015,0.03491898
2015.0833333,0.00004829
2015.1666667,-0.01461482
2015.25,-0.04184262
2015.3333333,-0.00295714
2015.4166667,0.02213537
2015.5,0.00040192
2015.5833333,0.02231977
2015.6666667,0.02517397
2015.75,-0.10639567
2015.8333333,0.00808652
2015.9166667,-0.07028534
2016,-0.01064323
2016.0833333,-0.04583128
2016.1666667,0.00321157
2016.25,-0.02159285
2016.3333333,0.06902965
2016.4166667,-0.04375034
2016.5,-0.02278174
2016.5833333,0.02184571
2016.6666667,0.00715801
2016.75,-0.04110673
2016.8333333,0.06409818
2016.9166667,-0.07646838
2017,-0.00643907
2017.0833333,0.05821388
2017.1666667,-0.07813466
2017.25,-0.00533655
2017.3333333,-0.02074448
2017.4166667,0.08117669
2017.5,0.04191089
2017.5833333,-0.01866177
2017.6666667,0.04041461
2017.75,0.04814722
2017.8333333,0.02648324
2017.9166667,0.03729704
2018,0.03739012
2018.0833333,-0.05284315
2018.1666667,0.00644634
2018.25,0.02955519
2018.3333333,-0.08088896
2018.4166667,0.02564666
2018.5,0.10188811
2018.5833333,-0.02169927
2018.6666667,0.09012232
2018.75,-0.03934288
2018.8333333,-0.06710314
2018.9166667,0.01562183
2019,-0.0653928
2019.0833333,-0.03275925
2019.1666667,0.03813802
2019.25,-0.00396951
2019.3333333,0.02881598
2019.4166667,-0.02014257
2019.5,-0.08835321
2019.5833333,0.07235752
2019.6666667,0.04859929
2019.75,-0.04756924
2019.8333333,-0.06783484
2019.9166667,-0.05018713
2020,-0.01633266
2020.0833333,-0.01038109
2020.1666667,0.01377438
2020.25,-0.21895736
2020.3333333,0.03235809
2020.4166667,-0.07487478
2020.5,-0.01314641
2020.5833333,0.03673438
2020.6666667,-0.00047211
2020.75,-0.09357124
2020.8333333,-0.05345971
2020.9166667,0.0519682
2021,0.01590522
