x,y
1972.1666667,157.24103063
1972.25,159.28516403
1972.3333333,158.80730854
1972.4166667,160.42714309
1972.5,160.52339937
1972.5833333,162.85098866
1972.6666667,166.56399121
1972.75,167.06368318
1972.8333333,171.15674342
1972.9166667,176.35990842
1973,179.07585101
1973.0833333,177.55370627
1973.1666667,177.51819553
1973.25,176.43533454
1973.3333333,178.71135035
1973.4166667,179.98020094
1973.5,178.55835735
1973.5833333,171.52315807
1973.6666667,171.06004555
1973.75,174.89179057
1973.8333333,177.25282974
1973.9166667,169.95001316
1974,172.66921337
1974.0833333,169.12949449
1974.1666667,173.13786351
1974.25,174.22863205
1974.3333333,168.16547566
1974.4166667,165.47482805
1974.5,164.86257118
1974.5833333,164.40095598
1974.6666667,156.55903038
1974.75,154.85253695
1974.8333333,161.94478314
1974.9166667,159.56419483
1975,155.30383083
1975.0833333,162.82053624
1975.1666667,161.69707454
1975.25,155.13217332
1975.3333333,156.91619331
1975.4166667,159.0973284
1975.5,163.79069958
1975.5833333,170.35870664
1975.6666667,169.86466639
1975.75,174.21320185
1975.8333333,177.59293796
1975.9166667,180.20355415
1976,176.95989018
1976.0833333,181.45467139
1976.1666667,182.65227222
1976.25,181.83033699
1976.3333333,186.37609542
1976.4166667,186.76748522
1976.5,184.26480092
1976.5833333,187.71055269
1976.6666667,190.30095832
1976.75,193.5741348
1976.8333333,195.74216511
1976.9166667,196.62300486
1977,202.85595411
1977.0833333,211.11219144
1977.1666667,216.36888501
1977.25,219.03022229
1977.3333333,221.35194265
1977.4166667,223.65400285
1977.5,223.16196405
1977.5833333,229.54439622
1977.6666667,230.32484717
1977.75,231.26917904
1977.8333333,231.68546356
1977.9166667,232.33418286
1978,237.84050299
1978.0833333,238.38753615
1978.1666667,241.93951044
1978.25,245.88312446
1978.3333333,253.77597276
1978.4166667,259.38442175
1978.5,264.83149461
1978.5833333,265.81137114
1978.6666667,278.1715999
1978.75,284.81990114
1978.8333333,274.13915484
1978.9166667,262.59789642
1979,263.1756118
1979.0833333,271.96567723
1979.1666667,274.79412027
1979.25,271.08439965
1979.3333333,274.14765337
1979.4166667,273.81867618
1979.5,278.33668434
1979.5833333,282.79007129
1979.6666667,288.33275669
1979.75,289.45725444
1979.8333333,275.85276348
1979.9166667,271.43911926
1980,273.71920786
1980.0833333,280.91802303
1980.1666667,276.61997728
1980.25,263.59117635
1980.3333333,269.10023193
1980.4166667,278.9223904
1980.5,289.21462661
1980.5833333,286.49600912
1980.6666667,290.85074845
1980.75,294.60272311
1980.8333333,293.95459712
1980.9166667,275.55303934
1981,278.0881273
1981.0833333,291.1860781
1981.1666667,296.89332523
1981.25,307.78931026
1981.3333333,325.24096416
1981.4166667,324.07009668
1981.5,341.69950994
1981.5833333,337.12073651
1981.6666667,343.86315124
1981.75,338.29256819
1981.8333333,331.72969237
1981.9166667,346.22627992
1982,353.87788071
1982.0833333,353.94865629
1982.1666667,364.63790571
1982.25,370.61796736
1982.3333333,378.54919186
1982.4166667,387.93721182
1982.5,386.03631948
1982.5833333,391.78826064
1982.6666667,382.89466713
1982.75,411.80321449
1982.8333333,423.25134386
1982.9166667,451.7361593
1983,465.46893854
1983.0833333,477.94350609
1983.1666667,517.75620015
1983.25,551.56568002
1983.3333333,577.32379728
1983.4166667,595.39403213
1983.5,612.54138026
1983.5833333,635.81795271
1983.6666667,630.22275472
1983.75,652.09148431
1983.8333333,674.78426797
1983.9166667,673.90704842
1984,683.07218428
1984.0833333,705.61356636
1984.1666667,692.06578588
1984.25,690.54324116
1984.3333333,689.231209
1984.4166667,701.4306014
1984.5,706.69133091
1984.5833333,727.25604864
1984.6666667,727.47422545
1984.75,759.84682848
1984.8333333,780.28670817
1984.9166667,790.11832069
1985,792.17262833
1985.0833333,808.649819
1985.1666667,847.38414533
1985.25,875.51729895
1985.3333333,904.58447328
1985.4166667,918.60553261
1985.5,945.70439582
1985.5833333,941.16501472
1985.6666667,948.97668435
1985.75,953.53177243
1985.8333333,974.70017778
1985.9166667,997.99551203
1986,1029.5321702
1986.0833333,1048.1667025
1986.1666667,1094.2860374
1986.25,1143.8571949
1986.3333333,1165.2473244
1986.4166667,1203.9335356
1986.5,1265.5749326
1986.5833333,1283.5460967
1986.6666667,1263.1377137
1986.75,1232.3171535
1986.8333333,1214.3253231
1986.9166667,1202.5463674
1987,1175.8498381
1987.0833333,1218.5331872
1987.1666667,1224.9914131
1987.25,1285.5059889
1987.3333333,1290.9051141
1987.4166667,1286.3869462
1987.5,1315.3306525
1987.5833333,1371.2322052
1987.6666667,1363.8275513
1987.75,1364.6458478
1987.8333333,1191.4722897
1987.9166667,1243.4204816
1988,1128.279745
1988.0833333,1170.3645794
1988.1666667,1156.5542774
1988.25,1220.3960735
1988.3333333,1242.9734009
1988.4166667,1255.2788376
1988.5,1248.5003318
1988.5833333,1268.2266371
1988.6666667,1286.742746
1988.75,1259.3351255
1988.8333333,1261.9797292
1988.9166667,1237.6235205
1989,1206.3116454
1989.0833333,1216.6859256
1989.1666667,1229.3394592
1989.25,1254.663852
1989.3333333,1265.9558267
1989.4166667,1260.3856211
1989.5,1285.7193721
1989.5833333,1296.7765587
1989.6666667,1308.706903
1989.75,1309.7538685
1989.8333333,1316.1716625
1989.9166667,1333.4135112
1990,1321.4127896
1990.0833333,1318.6378228
1990.1666667,1300.8362122
1990.25,1298.1044561
1990.3333333,1266.1710865
1990.4166667,1240.7210477
1990.5,1257.2226376
1990.5833333,1263.131584
1990.6666667,1236.9847602
1990.75,1237.6032526
1990.8333333,1187.4803209
1990.9166667,1126.6813284
1991,1112.71048
1991.0833333,1044.5013275
1991.1666667,1060.6910981
1991.25,1075.9650499
1991.3333333,1128.1493549
1991.4166667,1141.0102575
1991.5,1170.2201201
1991.5833333,1173.8478025
1991.6666667,1189.3425935
1991.75,1223.4767259
1991.8333333,1250.0261708
1991.9166667,1282.7768565
1992,1240.5734979
1992.0833333,1307.0682374
1992.1666667,1357.6517782
1992.25,1390.3711861
1992.3333333,1385.7829612
1992.4166667,1401.4423086
1992.5,1424.145674
1992.5833333,1443.2292261
1992.6666667,1458.23881
1992.75,1483.6121653
1992.8333333,1477.0842718
1992.9166667,1469.8465588
1993,1520.2622958
1993.0833333,1638.9947811
1993.1666667,1734.7120763
1993.25,1815.2027167
1993.3333333,1903.4215687
1993.4166667,1921.3137314
1993.5,1989.9046317
1993.5833333,2061.1432175
1993.6666667,2107.3128255
1993.75,2172.2180606
1993.8333333,2243.0323693
1993.9166667,2164.9748429
1994,2192.9030184
1994.0833333,2269.654624
1994.1666667,2241.5109067
1994.25,2223.3546683
1994.3333333,2195.3403995
1994.4166667,2215.0984631
1994.5,2248.32494
1994.5833333,2231.6873355
1994.6666667,2180.8048642
1994.75,2264.547771
1994.8333333,2219.2568156
1994.9166667,2132.7057998
1995,2067.4450023
1995.0833333,2094.1150429
1995.1666667,2122.1761844
1995.25,2148.0667339
1995.3333333,2176.2064081
1995.4166667,2207.5437804
1995.5,2248.1625859
1995.5833333,2283.908371
1995.6666667,2362.474819
1995.75,2438.0740132
1995.8333333,2428.5655246
1995.9166667,2403.0655866
1996,2457.1345623
1996.0833333,2565.248483
1996.1666667,2586.2835206
1996.25,2653.2682637
1996.3333333,2655.3908783
1996.4166667,2754.171419
1996.5,2848.0886644
1996.5833333,2843.8165314
1996.6666667,2874.8141316
1996.75,2912.4741967
1996.8333333,3007.712103
1996.9166667,3034.7815119
1997,3109.1336589
1997.0833333,3231.9444385
1997.1666667,3421.659577
1997.25,3523.6250324
1997.3333333,3472.1801069
1997.4166667,3411.7641731
1997.5,3607.940613
1997.5833333,3641.1336666
1997.6666667,3719.7821538
1997.75,4026.2922033
1997.8333333,4212.7095323
1997.9166667,4282.2192396
1998,4569.1279287
1998.0833333,4506.9877888
1998.1666667,4511.0440779
1998.25,4678.8549175
1998.3333333,4826.7067329
1998.4166667,4911.1741008
1998.5,4853.2222464
1998.5833333,4839.1479019
1998.6666667,4800.4347187
1998.75,4623.2986775
1998.8333333,4218.2977134
1998.9166667,4067.704485
1999,3950.9613663
1999.0833333,3803.9856035
1999.1666667,3842.0254595
1999.25,3561.557601
1999.3333333,3554.4344858
1999.4166667,3682.7495707
1999.5,3633.7690014
1999.5833333,3637.4027704
1999.6666667,3540.2841164
1999.75,3364.3319958
1999.8333333,3282.9151615
1999.9166667,2890.6067997
2000,2563.39011
2000.0833333,2558.2633298
2000.1666667,2214.1769119
2000.25,2215.9482535
2000.3333333,2368.848683
2000.4166667,2512.1640283
2000.5,2257.9330286
2000.5833333,2396.5701166
2000.6666667,2275.0640117
2000.75,2460.9367414
2000.8333333,2492.4367317
2000.9166667,2828.6664468
2001,3065.708695
2001.0833333,2585.3121425
2001.1666667,2982.4160876
2001.25,3296.7627433
2001.3333333,3139.1774841
2001.4166667,3347.9327868
2001.5,3462.7668814
2001.5833333,3707.9307766
2001.6666667,3969.3398964
2001.75,4175.348637
2001.8333333,3883.0742324
2001.9166667,3634.5574815
2002,3705.0678967
2002.0833333,3894.767373
2002.1666667,4271.0019012
2002.25,4402.1216596
2002.3333333,4972.6366267
2002.4166667,5340.611737
2002.5,5773.2012877
2002.5833333,5695.2630704
2002.6666667,5872.3857518
2002.75,6196.5414453
2002.8333333,5645.0492567
2002.9166667,4833.8556785
2003,5422.6193002
2003.0833333,5497.9937084
2003.1666667,5601.9057895
2003.25,5669.6888496
2003.3333333,5475.218522
2003.4166667,5168.058763
2003.5,5264.1846559
2003.5833333,5293.1376715
2003.6666667,5311.6636534
2003.75,5406.7424328
2003.8333333,5420.7999631
2003.9166667,5669.0726014
2004,6024.5234535
2004.0833333,5936.5654111
2004.1666667,6256.5462868
2004.25,6577.5071113
2004.3333333,6583.4268677
2004.4166667,6608.4438898
2004.5,6776.959209
2004.5833333,7182.2213697
2004.6666667,7373.9866802
2004.75,7595.2062807
2004.8333333,7711.4129367
2004.9166667,7949.6955965
2005,8068.9410304
2005.0833333,8385.2435188
2005.1666667,8674.5344202
2005.25,8730.0514405
2005.3333333,8857.5101916
2005.4166667,8690.989
2005.5,9013.4246919
2005.5833333,9161.2448568
2005.6666667,9185.9802179
2005.75,9202.5149823
2005.8333333,8999.1394012
2005.9166667,9000.0393151
2006,9126.9398695
2006.0833333,9209.9950223
2006.1666667,9268.9389904
2006.25,9367.1897437
2006.3333333,9491.7733673
2006.4166667,9520.2486874
2006.5,9527.8648864
2006.5833333,9724.138903
2006.6666667,9679.4078641
2006.75,9662.9528707
2006.8333333,9708.3687492
2006.9166667,9852.0526067
2007,10103.279948
2007.0833333,10242.705211
2007.1666667,10361.520592
2007.25,10369.809808
2007.3333333,10460.027154
2007.4166667,10352.288874
2007.5,10435.107185
2007.5833333,10368.322499
2007.6666667,10066.604314
2007.75,10207.536775
2007.8333333,10228.972602
2007.9166667,9817.7679033
2008,9573.3054825
2008.0833333,9378.9673812
2008.1666667,9590.9320441
2008.25,8946.4214107
2008.3333333,8755.8626347
2008.4166667,8834.6653984
2008.5,8876.1883257
2008.5833333,8276.1579949
2008.6666667,8163.6022462
2008.75,7420.7144418
2008.8333333,7045.9683625
2008.9166667,6797.2456793
2009,6279.9752831
2009.0833333,7027.2923418
2009.1666667,7004.102277
2009.25,6817.7931565
2009.3333333,6281.2328351
2009.4166667,6690.7692159
2009.5,7299.6292146
2009.5833333,7035.382637
2009.6666667,6875.6794511
2009.75,6849.5518692
2009.8333333,6905.0332394
2009.9166667,6822.1728405
2010,6886.3012652
2010.0833333,6955.852908
2010.1666667,7005.9350489
2010.25,7113.8264487
2010.3333333,7219.8224627
2010.4166667,7178.6694747
2010.5,7344.4967396
2010.5833333,7174.8388649
2010.6666667,7291.0712545
2010.75,7204.3075066
2010.8333333,7352.7162412
2010.9166667,7315.2173884
2011,7305.7076058
2011.0833333,7526.3399755
2011.1666667,7579.0243553
2011.25,7611.61416
2011.3333333,7653.4780379
2011.4166667,7762.157426
2011.5,7793.9822715
2011.5833333,7762.0269442
2011.6666667,7821.0183489
2011.75,7980.5671233
2011.8333333,7502.5311526
2011.9166667,7549.0468457
2012,7643.4099313
2012.0833333,7695.3851188
2012.1666667,7892.3869779
2012.25,8203.3470248
2012.3333333,8441.2440885
2012.4166667,8639.6133246
2012.5,8732.0571872
2012.5833333,8824.6169934
2012.6666667,8747.8428255
2012.75,8815.2012153
2012.8333333,8992.3867597
2012.9166667,8870.0902998
2013,8776.0673426
2013.0833333,9161.3366989
2013.1666667,9332.6536952
2013.25,9550.1045263
2013.3333333,9710.5462823
2013.4166667,9564.8880881
2013.5,9764.7942491
2013.5833333,9940.5605456
2013.6666667,9902.7864156
2013.75,9978.0475923
2013.8333333,10265.415363
2013.9166667,10464.564421
2014,10492.818745
2014.0833333,10707.921529
2014.1666667,10688.64727
2014.25,10857.527897
2014.3333333,10880.328706
2014.4166667,10996.748223
2014.5,10954.96058
2014.5833333,11065.605682
2014.6666667,11257.04066
2014.75,11535.089564
2014.8333333,11776.172936
2014.9166667,12054.090617
2015,12087.842071
2015.0833333,12405.752318
2015.1666667,12148.953245
2015.25,12320.253485
2015.3333333,12054.13601
2015.4166667,12375.981442
2015.5,12619.788276
2015.5833333,13313.876631
2015.6666667,13108.842931
2015.75,13848.181672
2015.8333333,13705.545401
2015.9166667,13889.19971
2016,14246.152142
2016.0833333,14348.724438
2016.1666667,14261.197218
2016.25,13914.650126
2016.3333333,13551.477758
2016.4166667,13853.675712
2016.5,14254.04694
2016.5833333,14586.166234
2016.6666667,14317.780775
2016.75,14293.440547
2016.8333333,14450.668394
2016.9166667,14216.567566
2017,14751.110506
2017.0833333,14761.436283
2017.1666667,15037.475142
2017.25,15237.473561
2017.3333333,15549.841769
2017.4166667,15905.933146
2017.5,15901.161366
2017.5833333,15931.373572
2017.6666667,15918.628474
2017.75,15888.383079
2017.8333333,15929.692875
2017.9166667,16248.286733
2018,16326.278509
2018.0833333,16319.747998
2018.1666667,16001.512912
2018.25,16395.15013
2018.3333333,16409.905765
2018.4166667,16511.64718
2018.5,16911.229042
2018.5833333,16848.657495
2018.6666667,16641.419008
2018.75,16538.24221
2018.8333333,16888.852945
2018.9166667,16871.964092
2019,16865.215306
2019.0833333,16757.277928
2019.1666667,16758.953656
2019.25,16805.878726
2019.3333333,16782.350496
2019.4166667,17493.922157
2019.5,17485.175196
2019.5833333,17855.86091
2019.6666667,18280.8304
2019.75,18068.772767
2019.8333333,17992.883921
2019.9166667,17483.685306
2020,17431.23425
2020.0833333,18158.116719
2020.1666667,17504.424517
2020.25,15816.997993
2020.3333333,15533.873729
2020.4166667,16225.13111
2020.5,17049.367771
2020.5833333,18155.871739
2020.6666667,17433.268044
2020.75,17658.157202
2020.8333333,17306.759873
2020.9166667,16427.576472
2021,17309.737328
2021.0833333,19167.072143
2021.1666667,18797.147651
2021.25,18235.112936
2021.3333333,18295.288809
2021.4166667,18158.074143
2021.5,18207.100943
2021.5833333,18893.508649
2021.6666667,18969.082683
2021.75,18540.381415
